codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
9.1.3.2.1.00.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;-694,88;0,00;-441,25;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-302,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.02.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-7,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.07.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4503;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-13,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4170;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.28.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-261,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4292;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.29.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4505;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.03.32.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-18,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4011;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-34,28;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-17,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1064;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-16,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1103;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.07.06.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1068;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.08.08.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1033;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;-694,88;0,00;-103,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-78,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1005;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-22,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;1017;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.99.07.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;-694,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102;1022;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.01.99.20.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-2,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;4002;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.862,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.141,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-721,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;-0,01;0,00;-168.053,25;0,00;0,00;0,00;0,00;-205.441,43;-191.760,50;-29.874,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;-0,01;0,00;-168.053,25;0,00;0,00;0,00;0,00;-205.441,43;-191.760,50;-29.874,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-45.846,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;0,00;0,00;-16.835,96;0,00;0,00;0,00;0,00;0,00;-37.757,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;0,00;0,00;-4.161,25;0,00;0,00;0,00;0,00;-44.953,49;-31.068,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-6.179,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.06.00.00.00.000;12;1201;0,00;0,00;-37.857,18;0,00;0,00;0,00;0,00;0,00;-19.597,50;-4.671,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.09.00.00.00.000;12;1201;0,00;0,00;-41.552,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-36.864,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.10.00.00.00.000;12;1201;-0,01;0,00;-18.798,46;0,00;0,00;0,00;0,00;0,00;-42.493,05;-16.540,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-19.225,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.11.00.00.00.000;12;1201;0,00;0,00;-8.413,41;0,00;0,00;0,00;0,00;0,00;-15.882,44;-65,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.12.00.00.00.000;12;1201;0,00;0,00;-40.434,49;0,00;0,00;0,00;0,00;-39.416,99;-33.079,72;-3.064,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.3.2.1.00.4.1.13.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-12.954,81;-11.881,98;-5.533,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109;0050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.0.0.00.0.0.00.00.00.00.000;02;0201;-319.712,54;-382.767,45;-328.934,14;-260.474,85;-248.585,84;-253.333,16;-232.109,70;-265.186,57;-275.109,91;-309.826,41;-346.737,01;-434.617,52;-595.168,75;-647.973,17;-640.689,11;-661.115,12;-643.198,69;-697.155,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.0.00.0.0.00.00.00.00.000;02;0201;-140.932,79;-202.926,47;-119.983,12;-116.602,34;-121.585,26;-98.956,02;-101.928,10;-108.570,01;-91.265,73;-129.227,57;-158.686,75;-164.897,98;-285.976,37;-285.765,55;-286.529,72;-285.746,95;-295.763,77;-287.967,77;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.00.0.0.00.00.00.00.000;02;0201;-140.932,79;-202.926,47;-119.983,12;-116.602,34;-121.585,26;-98.956,02;-101.928,10;-108.570,01;-91.265,73;-129.227,57;-158.686,75;-164.897,98;-285.976,37;-285.765,55;-286.529,72;-285.746,95;-295.763,77;-287.967,77;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.0.0.00.00.00.00.000;02;0201;-140.932,79;-202.926,47;-119.983,12;-116.602,34;-121.585,26;-98.956,02;-101.928,10;-108.570,01;-91.265,73;-129.227,57;-158.686,75;-164.897,98;-285.976,37;-285.765,55;-286.529,72;-285.746,95;-295.763,77;-287.967,77;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.2.0.00.00.00.00.000;02;0201;-140.338,43;-202.782,76;-118.572,69;-116.227,49;-121.431,40;-98.851,68;-101.374,29;-108.248,66;-87.195,24;-117.329,61;-155.511,51;-162.990,66;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,55;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.2.1.00.00.00.00.000;02;0201;-140.338,43;-202.782,76;-118.572,69;-116.227,49;-121.431,40;-98.851,68;-101.374,29;-108.248,66;-87.195,24;-117.329,61;-155.511,51;-162.990,66;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,55;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.2.1.04.00.00.00.000;02;0201;-140.338,43;-202.782,76;-118.572,69;-116.227,49;-121.431,40;-98.851,68;-101.374,29;-108.248,66;-87.195,24;-117.329,61;-155.511,51;-162.990,66;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,54;-285.657,55;105;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.5.0.00.00.00.00.000;02;0201;-594,36;-143,71;-1.410,43;-374,85;-153,86;-104,34;-553,81;-321,35;-4.070,49;-11.897,96;-3.175,24;-1.907,32;-318,83;-108,01;-872,18;-89,41;-10.106,23;-2.310,22;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.5.1.00.00.00.00.000;02;0201;-594,36;-143,71;-1.410,43;-374,85;-153,86;-104,34;-553,81;-321,35;-4.070,49;-11.897,96;-3.175,24;-1.907,32;-318,83;-108,01;-872,18;-89,41;-10.106,23;-2.310,22;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.1.8.01.5.1.04.00.00.00.000;02;0201;-594,36;-143,71;-1.410,43;-374,85;-153,86;-104,34;-553,81;-321,35;-4.070,49;-11.897,96;-3.175,24;-1.907,32;-318,83;-108,01;-872,18;-89,41;-10.106,23;-2.310,22;105;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.0.00.0.0.00.00.00.00.000;02;0201;-178.779,75;-179.840,98;-208.951,02;-143.872,51;-127.000,58;-154.377,14;-130.181,60;-156.616,56;-183.844,18;-180.598,84;-188.050,26;-269.719,54;-309.192,38;-362.207,62;-354.159,39;-375.368,17;-347.434,92;-409.187,34;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.00.0.0.00.00.00.00.000;02;0201;-178.779,75;-179.840,98;-208.951,02;-143.872,51;-127.000,58;-154.377,14;-130.181,60;-156.616,56;-183.844,18;-180.598,84;-188.050,26;-269.719,54;-309.192,38;-362.207,62;-354.159,39;-375.368,17;-347.434,92;-409.187,34;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.0.0.00.00.00.00.000;02;0201;-178.779,75;-179.840,98;-208.951,02;-143.872,51;-127.000,58;-154.377,14;-130.181,60;-156.616,56;-183.844,18;-180.598,84;-188.050,26;-269.719,54;-309.192,38;-362.207,62;-354.159,39;-375.368,17;-347.434,92;-409.187,34;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.1.0.00.00.00.00.000;02;0201;-139.002,02;-166.079,47;-194.206,50;-105.772,72;-113.416,04;-148.613,85;-123.456,83;-152.185,53;-180.257,06;-176.460,18;-184.773,81;-240.273,00;-283.297,64;-336.312,88;-328.264,65;-349.473,43;-321.540,18;-383.292,52;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.1.1.00.00.00.00.000;02;0201;-139.002,02;-166.079,47;-194.206,50;-105.772,72;-113.416,04;-148.613,85;-123.456,83;-152.185,53;-180.257,06;-176.460,18;-184.773,81;-240.273,00;-283.297,64;-336.312,88;-328.264,65;-349.473,43;-321.540,18;-383.292,52;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.1.1.04.00.00.00.000;02;0201;-139.002,02;-166.079,47;-194.206,50;-105.772,72;-113.416,04;-148.613,85;-123.456,83;-152.185,53;-180.257,06;-176.460,18;-184.773,81;-240.273,00;-283.297,64;-336.312,88;-328.264,65;-349.473,43;-321.540,18;-383.292,52;105;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.2.0.00.00.00.00.000;02;0201;-37.418,88;-11.835,01;-12.680,27;-36.194,26;-11.986,96;-4.095,06;-4.893,95;-2.444,72;-909,55;-1.190,95;-422,44;-25.850,17;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,71;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.2.1.00.00.00.00.000;02;0201;-37.418,88;-11.835,01;-12.680,27;-36.194,26;-11.986,96;-4.095,06;-4.893,95;-2.444,72;-909,55;-1.190,95;-422,44;-25.850,17;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,71;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.2.1.04.00.00.00.000;02;0201;-37.418,88;-11.835,01;-12.680,27;-36.194,26;-11.986,96;-4.095,06;-4.893,95;-2.444,72;-909,55;-1.190,95;-422,44;-25.850,17;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,66;-20.922,71;105;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.3.0.00.00.00.00.000;02;0201;-2.358,85;-1.926,50;-2.064,25;-1.905,53;-1.597,58;-1.668,23;-1.830,82;-1.986,31;-2.677,57;-2.947,71;-2.854,01;-3.596,37;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.3.1.00.00.00.00.000;02;0201;-2.358,85;-1.926,50;-2.064,25;-1.905,53;-1.597,58;-1.668,23;-1.830,82;-1.986,31;-2.677,57;-2.947,71;-2.854,01;-3.596,37;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
9.1.7.2.8.01.3.1.04.00.00.00.000;02;0201;-2.358,85;-1.926,50;-2.064,25;-1.905,53;-1.597,58;-1.668,23;-1.830,82;-1.986,31;-2.677,57;-2.947,71;-2.854,01;-3.596,37;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,08;-4.972,11;105;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
